verif_code,userid,itemid,key_press,rt
42und2eyavac5sqw1q,68,25,1,2471
44qf7m4hfnyg6ge4f6,69,1,2,1388
44qf7m4hfnyg6ge4f6,69,2,1,2967
44qf7m4hfnyg6ge4f6,69,3,2,1707
44qf7m4hfnyg6ge4f6,69,4,1,2053
44qf7m4hfnyg6ge4f6,69,5,1,2171
44qf7m4hfnyg6ge4f6,69,6,1,1738
44qf7m4hfnyg6ge4f6,69,7,2,2111
44qf7m4hfnyg6ge4f6,69,8,1,2757
44qf7m4hfnyg6ge4f6,69,9,2,1654
44qf7m4hfnyg6ge4f6,69,10,1,1874
44qf7m4hfnyg6ge4f6,69,11,2,2117
44qf7m4hfnyg6ge4f6,69,12,2,1569
44qf7m4hfnyg6ge4f6,69,13,1,3489
44qf7m4hfnyg6ge4f6,69,14,2,1420
44qf7m4hfnyg6ge4f6,69,15,1,3406
44qf7m4hfnyg6ge4f6,69,16,2,2080
44qf7m4hfnyg6ge4f6,69,17,2,2962
44qf7m4hfnyg6ge4f6,69,18,1,4007
44qf7m4hfnyg6ge4f6,69,19,2,4031
44qf7m4hfnyg6ge4f6,69,20,2,3136
44qf7m4hfnyg6ge4f6,69,21,1,2602
44qf7m4hfnyg6ge4f6,69,22,2,1943
44qf7m4hfnyg6ge4f6,69,23,2,3344
44qf7m4hfnyg6ge4f6,69,24,1,1282
44qf7m4hfnyg6ge4f6,69,25,1,3306
49ar1xr0o6923rtllt,70,1,2,3189
49ar1xr0o6923rtllt,70,2,2,2548
49ar1xr0o6923rtllt,70,3,2,2860
49ar1xr0o6923rtllt,70,4,1,2093
49ar1xr0o6923rtllt,70,5,1,2560
49ar1xr0o6923rtllt,70,6,1,1998
49ar1xr0o6923rtllt,70,7,2,2775
49ar1xr0o6923rtllt,70,8,1,2722
49ar1xr0o6923rtllt,70,9,1,1399
49ar1xr0o6923rtllt,70,10,1,2782
49ar1xr0o6923rtllt,70,11,2,2376
49ar1xr0o6923rtllt,70,12,2,2471
49ar1xr0o6923rtllt,70,13,1,2353
49ar1xr0o6923rtllt,70,14,2,2637
49ar1xr0o6923rtllt,70,15,2,1920
49ar1xr0o6923rtllt,70,16,1,2674
49ar1xr0o6923rtllt,70,17,2,2022
49ar1xr0o6923rtllt,70,18,1,2750
49ar1xr0o6923rtllt,70,19,2,1775
49ar1xr0o6923rtllt,70,20,2,2062
49ar1xr0o6923rtllt,70,21,2,5388
49ar1xr0o6923rtllt,70,22,1,3950
49ar1xr0o6923rtllt,70,23,1,3217
49ar1xr0o6923rtllt,70,24,1,1888
49ar1xr0o6923rtllt,70,25,2,3830
49cuwul3w11q48u30u,71,1,2,1827
49cuwul3w11q48u30u,71,2,2,2860
49cuwul3w11q48u30u,71,3,1,6084
49cuwul3w11q48u30u,71,4,1,1964
49cuwul3w11q48u30u,71,5,1,1544
49cuwul3w11q48u30u,71,6,2,3009
49cuwul3w11q48u30u,71,7,2,4639
49cuwul3w11q48u30u,71,8,2,4110
49cuwul3w11q48u30u,71,9,2,2707
49cuwul3w11q48u30u,71,10,2,1403
49cuwul3w11q48u30u,71,11,2,3402
49cuwul3w11q48u30u,71,12,2,2456
49cuwul3w11q48u30u,71,13,1,7381
49cuwul3w11q48u30u,71,14,2,2840
49cuwul3w11q48u30u,71,15,2,3324
49cuwul3w11q48u30u,71,16,1,6140
49cuwul3w11q48u30u,71,17,2,3175
49cuwul3w11q48u30u,71,18,1,3757
49cuwul3w11q48u30u,71,19,2,1798
49cuwul3w11q48u30u,71,20,2,2722
49cuwul3w11q48u30u,71,21,1,3896
49cuwul3w11q48u30u,71,22,1,2179
49cuwul3w11q48u30u,71,23,2,7188
49cuwul3w11q48u30u,71,24,2,5004
49cuwul3w11q48u30u,71,25,2,3712
4ak233qwzgrhgd7or8,72,1,2,2747
4ak233qwzgrhgd7or8,72,2,2,2281
4ak233qwzgrhgd7or8,72,3,2,1998
4ak233qwzgrhgd7or8,72,4,1,2023
4ak233qwzgrhgd7or8,72,5,1,6415
4ak233qwzgrhgd7or8,72,6,1,5222
4ak233qwzgrhgd7or8,72,7,2,4343
4ak233qwzgrhgd7or8,72,8,1,2541
4ak233qwzgrhgd7or8,72,9,2,2636
4ak233qwzgrhgd7or8,72,10,2,2513
4ak233qwzgrhgd7or8,72,11,2,2467
4ak233qwzgrhgd7or8,72,12,2,3763
4ak233qwzgrhgd7or8,72,13,2,4261
4ak233qwzgrhgd7or8,72,14,2,1791
4ak233qwzgrhgd7or8,72,15,2,4672
4ak233qwzgrhgd7or8,72,16,2,2587
4ak233qwzgrhgd7or8,72,17,2,2375
4ak233qwzgrhgd7or8,72,18,1,15870
4ak233qwzgrhgd7or8,72,19,2,2039
4ak233qwzgrhgd7or8,72,20,2,4517
4ak233qwzgrhgd7or8,72,21,1,7054
4ak233qwzgrhgd7or8,72,22,2,10505
4ak233qwzgrhgd7or8,72,23,2,3965
4ak233qwzgrhgd7or8,72,24,2,2506
4ak233qwzgrhgd7or8,72,25,1,12615
4cvvorajk44cugs43p,73,1,2,4466
4cvvorajk44cugs43p,73,2,1,8673
4cvvorajk44cugs43p,73,3,1,2801
4cvvorajk44cugs43p,73,4,1,1826
4cvvorajk44cugs43p,73,5,1,4331
4cvvorajk44cugs43p,73,6,1,1667
4cvvorajk44cugs43p,73,7,2,5089
4cvvorajk44cugs43p,73,8,1,3463
4cvvorajk44cugs43p,73,9,1,2509
4cvvorajk44cugs43p,73,10,1,4409
4cvvorajk44cugs43p,73,11,1,4439
4cvvorajk44cugs43p,73,12,2,3995
4cvvorajk44cugs43p,73,13,1,8326
4cvvorajk44cugs43p,73,14,2,2510
4cvvorajk44cugs43p,73,15,1,2476
4cvvorajk44cugs43p,73,16,2,10124
4cvvorajk44cugs43p,73,17,2,8535
4cvvorajk44cugs43p,73,18,1,5013
4cvvorajk44cugs43p,73,19,2,6309
4cvvorajk44cugs43p,73,20,1,7778
4cvvorajk44cugs43p,73,21,1,2693
4cvvorajk44cugs43p,73,22,2,4238
4cvvorajk44cugs43p,73,23,1,8564
4cvvorajk44cugs43p,73,24,1,1474
4cvvorajk44cugs43p,73,25,2,3290
4drp5w1h7snj4n0ok0,74,1,1,3078
4drp5w1h7snj4n0ok0,74,2,2,2346
4drp5w1h7snj4n0ok0,74,3,2,3180
4drp5w1h7snj4n0ok0,74,4,2,2589
4drp5w1h7snj4n0ok0,74,5,2,2802
4drp5w1h7snj4n0ok0,74,6,2,1651
4drp5w1h7snj4n0ok0,74,7,2,4157
4drp5w1h7snj4n0ok0,74,8,1,2791
4drp5w1h7snj4n0ok0,74,9,2,2358
4drp5w1h7snj4n0ok0,74,10,2,1616
4drp5w1h7snj4n0ok0,74,11,2,2867
4drp5w1h7snj4n0ok0,74,12,1,5590
4drp5w1h7snj4n0ok0,74,13,1,4312
4drp5w1h7snj4n0ok0,74,14,2,1617
4drp5w1h7snj4n0ok0,74,15,1,1723
4drp5w1h7snj4n0ok0,74,16,2,2284
4drp5w1h7snj4n0ok0,74,17,1,3538
4drp5w1h7snj4n0ok0,74,18,2,2518
4drp5w1h7snj4n0ok0,74,19,2,1996
4drp5w1h7snj4n0ok0,74,20,2,4126
4drp5w1h7snj4n0ok0,74,21,2,1899
4drp5w1h7snj4n0ok0,74,22,1,2256
4drp5w1h7snj4n0ok0,74,23,2,3817
4drp5w1h7snj4n0ok0,74,24,2,1561
4drp5w1h7snj4n0ok0,74,25,1,3692
4gjfewg97pg2lfrvnc,75,1,1,2872
4gjfewg97pg2lfrvnc,75,2,2,4586
4gjfewg97pg2lfrvnc,75,3,2,7312
4gjfewg97pg2lfrvnc,75,4,1,2200
4gjfewg97pg2lfrvnc,75,5,2,3469
4gjfewg97pg2lfrvnc,75,6,2,1565
4gjfewg97pg2lfrvnc,75,7,2,4140
4gjfewg97pg2lfrvnc,75,8,2,6036
4gjfewg97pg2lfrvnc,75,9,2,1678
4gjfewg97pg2lfrvnc,75,10,2,2783
4gjfewg97pg2lfrvnc,75,11,2,2071
4gjfewg97pg2lfrvnc,75,12,2,3256
4gjfewg97pg2lfrvnc,75,13,2,3047
4gjfewg97pg2lfrvnc,75,14,2,2210
4gjfewg97pg2lfrvnc,75,15,1,3183
4gjfewg97pg2lfrvnc,75,16,2,2110
4gjfewg97pg2lfrvnc,75,17,2,4849
4gjfewg97pg2lfrvnc,75,18,1,10933
4gjfewg97pg2lfrvnc,75,19,2,1814
4gjfewg97pg2lfrvnc,75,20,1,5694
4gjfewg97pg2lfrvnc,75,21,1,4184
4gjfewg97pg2lfrvnc,75,22,1,4625
4gjfewg97pg2lfrvnc,75,23,2,2776
4gjfewg97pg2lfrvnc,75,24,2,2002
4gjfewg97pg2lfrvnc,75,25,2,2480
4l47vb4mv4hk6nnhtk,76,1,1,5872
4l47vb4mv4hk6nnhtk,76,2,2,2692
4l47vb4mv4hk6nnhtk,76,3,2,2936
4l47vb4mv4hk6nnhtk,76,4,1,3670
4l47vb4mv4hk6nnhtk,76,5,1,4106
4l47vb4mv4hk6nnhtk,76,6,2,6781
4l47vb4mv4hk6nnhtk,76,7,2,4718
4l47vb4mv4hk6nnhtk,76,8,1,7569
4l47vb4mv4hk6nnhtk,76,9,2,2622
4l47vb4mv4hk6nnhtk,76,10,2,2136
4l47vb4mv4hk6nnhtk,76,11,2,2645
4l47vb4mv4hk6nnhtk,76,12,2,4393
4l47vb4mv4hk6nnhtk,76,13,2,4301
4l47vb4mv4hk6nnhtk,76,14,2,2708
4l47vb4mv4hk6nnhtk,76,15,1,3785
4l47vb4mv4hk6nnhtk,76,16,2,2885
4l47vb4mv4hk6nnhtk,76,17,2,2642
4l47vb4mv4hk6nnhtk,76,18,2,3876
4l47vb4mv4hk6nnhtk,76,19,2,3147
4l47vb4mv4hk6nnhtk,76,20,2,6360
4l47vb4mv4hk6nnhtk,76,21,1,6311
4l47vb4mv4hk6nnhtk,76,22,2,4611
4l47vb4mv4hk6nnhtk,76,23,1,14657
4l47vb4mv4hk6nnhtk,76,24,2,2232
4l47vb4mv4hk6nnhtk,76,25,2,6388
4n54bbo8x0yyl0jaba,77,1,2,3174
4n54bbo8x0yyl0jaba,77,2,2,2182
4n54bbo8x0yyl0jaba,77,3,1,3237
4n54bbo8x0yyl0jaba,77,4,1,3015
4n54bbo8x0yyl0jaba,77,5,1,2396
4n54bbo8x0yyl0jaba,77,6,1,2814
4n54bbo8x0yyl0jaba,77,7,2,4182
4n54bbo8x0yyl0jaba,77,8,2,2903
4n54bbo8x0yyl0jaba,77,9,2,2238
4n54bbo8x0yyl0jaba,77,10,2,2231
4n54bbo8x0yyl0jaba,77,11,2,3116
4n54bbo8x0yyl0jaba,77,12,2,2267
4n54bbo8x0yyl0jaba,77,13,2,2704
4n54bbo8x0yyl0jaba,77,14,2,2758
4n54bbo8x0yyl0jaba,77,15,2,2744
4n54bbo8x0yyl0jaba,77,16,1,3991
4n54bbo8x0yyl0jaba,77,17,2,3693
4n54bbo8x0yyl0jaba,77,18,1,2630
4n54bbo8x0yyl0jaba,77,19,2,2838
4n54bbo8x0yyl0jaba,77,20,2,5534
4n54bbo8x0yyl0jaba,77,21,1,2141
4n54bbo8x0yyl0jaba,77,22,1,3005
4n54bbo8x0yyl0jaba,77,23,2,3293
4n54bbo8x0yyl0jaba,77,24,1,1642
4n54bbo8x0yyl0jaba,77,25,2,4469
4oh81tfxftlw33nauy,78,1,1,2266
4oh81tfxftlw33nauy,78,2,2,2194
4oh81tfxftlw33nauy,78,3,1,1725
4oh81tfxftlw33nauy,78,4,1,2140
4oh81tfxftlw33nauy,78,5,1,1678
4oh81tfxftlw33nauy,78,6,1,1364
4oh81tfxftlw33nauy,78,7,2,2917
4oh81tfxftlw33nauy,78,8,1,2916
4oh81tfxftlw33nauy,78,9,1,1469
4oh81tfxftlw33nauy,78,10,2,2492
4oh81tfxftlw33nauy,78,11,2,1653
4oh81tfxftlw33nauy,78,12,2,1730
4oh81tfxftlw33nauy,78,13,2,2727
4oh81tfxftlw33nauy,78,14,2,1557
4oh81tfxftlw33nauy,78,15,2,5944
4oh81tfxftlw33nauy,78,16,2,3725
4oh81tfxftlw33nauy,78,17,2,2603
4oh81tfxftlw33nauy,78,18,1,3137
4oh81tfxftlw33nauy,78,19,2,1477
4oh81tfxftlw33nauy,78,20,2,3065
4oh81tfxftlw33nauy,78,21,1,1392
4oh81tfxftlw33nauy,78,22,2,2301
4oh81tfxftlw33nauy,78,23,1,2034
4oh81tfxftlw33nauy,78,24,1,1468
4oh81tfxftlw33nauy,78,25,1,5145
4p0q77816ubrys4amw,79,1,2,10391
4p0q77816ubrys4amw,79,2,2,10077
4p0q77816ubrys4amw,79,3,2,8154
4p0q77816ubrys4amw,79,4,1,3988
4p0q77816ubrys4amw,79,5,1,7998
4p0q77816ubrys4amw,79,6,1,3741
4p0q77816ubrys4amw,79,7,2,6463
4p0q77816ubrys4amw,79,8,1,13657
4p0q77816ubrys4amw,79,9,2,11037
4p0q77816ubrys4amw,79,10,1,3351
4p0q77816ubrys4amw,79,11,2,4921
4p0q77816ubrys4amw,79,12,1,6075
4p0q77816ubrys4amw,79,13,2,4960
4p0q77816ubrys4amw,79,14,1,4415
4p0q77816ubrys4amw,79,15,1,5055
4p0q77816ubrys4amw,79,16,2,10567
4p0q77816ubrys4amw,79,17,2,8747
4p0q77816ubrys4amw,79,18,1,3847
4p0q77816ubrys4amw,79,19,2,5850
4p0q77816ubrys4amw,79,20,1,8147
4p0q77816ubrys4amw,79,21,1,7524
4p0q77816ubrys4amw,79,22,1,4320
4p0q77816ubrys4amw,79,23,1,12012
4p0q77816ubrys4amw,79,24,2,4298
4p0q77816ubrys4amw,79,25,1,13113
4pnbzu7k0skns664h2,80,1,1,2078
4pnbzu7k0skns664h2,80,2,1,2790
4pnbzu7k0skns664h2,80,3,2,1951
4pnbzu7k0skns664h2,80,4,2,2292
4pnbzu7k0skns664h2,80,5,1,1958
4pnbzu7k0skns664h2,80,6,1,1326
4pnbzu7k0skns664h2,80,7,2,2652
4pnbzu7k0skns664h2,80,8,1,1320
4pnbzu7k0skns664h2,80,9,1,1431
4pnbzu7k0skns664h2,80,10,2,2223
4pnbzu7k0skns664h2,80,11,1,2542
4pnbzu7k0skns664h2,80,12,1,1751
4pnbzu7k0skns664h2,80,13,2,2861
4pnbzu7k0skns664h2,80,14,2,1783
4pnbzu7k0skns664h2,80,15,1,2126
4pnbzu7k0skns664h2,80,16,2,2311
4pnbzu7k0skns664h2,80,17,2,2422
4pnbzu7k0skns664h2,80,18,2,2352
4pnbzu7k0skns664h2,80,19,1,2590
4pnbzu7k0skns664h2,80,20,2,1973
4pnbzu7k0skns664h2,80,21,1,1734
4pnbzu7k0skns664h2,80,22,1,3328
4pnbzu7k0skns664h2,80,23,1,3766
4pnbzu7k0skns664h2,80,24,1,1191
4pnbzu7k0skns664h2,80,25,2,1912
4rnhqsm2r9qad1szg3,81,1,1,5600
4rnhqsm2r9qad1szg3,81,2,2,3229
4rnhqsm2r9qad1szg3,81,3,2,8119
4rnhqsm2r9qad1szg3,81,4,1,4078
4rnhqsm2r9qad1szg3,81,5,1,12223
4rnhqsm2r9qad1szg3,81,6,1,2899
4rnhqsm2r9qad1szg3,81,7,1,6429
4rnhqsm2r9qad1szg3,81,8,1,5654
4rnhqsm2r9qad1szg3,81,9,1,5494
4rnhqsm2r9qad1szg3,81,10,2,4008
4rnhqsm2r9qad1szg3,81,11,2,5408
4rnhqsm2r9qad1szg3,81,12,1,4108
4rnhqsm2r9qad1szg3,81,13,2,6703
4rnhqsm2r9qad1szg3,81,14,2,2789
4rnhqsm2r9qad1szg3,81,15,2,2996
4rnhqsm2r9qad1szg3,81,16,2,4687
4rnhqsm2r9qad1szg3,81,17,2,4261
4rnhqsm2r9qad1szg3,81,18,1,6492
4rnhqsm2r9qad1szg3,81,19,1,6507
4rnhqsm2r9qad1szg3,81,20,2,6004
4rnhqsm2r9qad1szg3,81,21,1,2909
4rnhqsm2r9qad1szg3,81,22,1,4744
4rnhqsm2r9qad1szg3,81,23,2,3238
4rnhqsm2r9qad1szg3,81,24,2,4148
4rnhqsm2r9qad1szg3,81,25,2,4308
4s0qcsdroc1g06y4fn,82,1,2,2648
4s0qcsdroc1g06y4fn,82,2,2,1899
4s0qcsdroc1g06y4fn,82,3,1,3255
4s0qcsdroc1g06y4fn,82,4,1,2014
4s0qcsdroc1g06y4fn,82,5,1,1877
4s0qcsdroc1g06y4fn,82,6,1,2146
4s0qcsdroc1g06y4fn,82,7,1,3866
4s0qcsdroc1g06y4fn,82,8,1,1965
4s0qcsdroc1g06y4fn,82,9,2,2574
4s0qcsdroc1g06y4fn,82,10,1,1974
4s0qcsdroc1g06y4fn,82,11,2,2712
4s0qcsdroc1g06y4fn,82,12,2,3946
4s0qcsdroc1g06y4fn,82,13,2,3012
4s0qcsdroc1g06y4fn,82,14,2,3622
4s0qcsdroc1g06y4fn,82,15,2,1696
4s0qcsdroc1g06y4fn,82,16,2,6966
4s0qcsdroc1g06y4fn,82,17,2,3242
4s0qcsdroc1g06y4fn,82,18,1,2583
4s0qcsdroc1g06y4fn,82,19,2,1909
4s0qcsdroc1g06y4fn,82,20,1,5082
4s0qcsdroc1g06y4fn,82,21,1,1904
4s0qcsdroc1g06y4fn,82,22,2,2701
4s0qcsdroc1g06y4fn,82,23,1,2673
4s0qcsdroc1g06y4fn,82,24,1,1652
4s0qcsdroc1g06y4fn,82,25,2,2641
4somk1tdjkdmql69mv,83,1,1,1729
4somk1tdjkdmql69mv,83,2,2,1768
4somk1tdjkdmql69mv,83,3,2,2105
4somk1tdjkdmql69mv,83,4,1,2131
4somk1tdjkdmql69mv,83,5,2,5781
4somk1tdjkdmql69mv,83,6,1,1649
4somk1tdjkdmql69mv,83,7,1,2418
4somk1tdjkdmql69mv,83,8,1,2239
4somk1tdjkdmql69mv,83,9,2,1809
4somk1tdjkdmql69mv,83,10,2,3978
4somk1tdjkdmql69mv,83,11,1,2615
4somk1tdjkdmql69mv,83,12,1,3324
4somk1tdjkdmql69mv,83,13,1,2088
4somk1tdjkdmql69mv,83,14,2,2901
4somk1tdjkdmql69mv,83,15,2,1781
4somk1tdjkdmql69mv,83,16,2,1662
4somk1tdjkdmql69mv,83,17,2,2836
4somk1tdjkdmql69mv,83,18,1,3897
4somk1tdjkdmql69mv,83,19,1,1799
4somk1tdjkdmql69mv,83,20,2,4337
4somk1tdjkdmql69mv,83,21,1,1510
4somk1tdjkdmql69mv,83,22,1,2388
4somk1tdjkdmql69mv,83,23,1,4680
4somk1tdjkdmql69mv,83,24,1,11152
4somk1tdjkdmql69mv,83,25,1,3935
4uww5q22alubannx3m,84,1,2,2167
4uww5q22alubannx3m,84,2,2,2458
4uww5q22alubannx3m,84,3,2,2222
4uww5q22alubannx3m,84,4,1,2218
4uww5q22alubannx3m,84,5,2,2091
4uww5q22alubannx3m,84,6,1,1803
4uww5q22alubannx3m,84,7,2,1692
4uww5q22alubannx3m,84,8,1,2552
4uww5q22alubannx3m,84,9,2,2677
4uww5q22alubannx3m,84,10,2,2414
4uww5q22alubannx3m,84,11,2,3096
4uww5q22alubannx3m,84,12,2,1583
4uww5q22alubannx3m,84,13,1,3122
4uww5q22alubannx3m,84,14,1,2466
4uww5q22alubannx3m,84,15,1,2648
4uww5q22alubannx3m,84,16,1,3221
4uww5q22alubannx3m,84,17,1,2201
4uww5q22alubannx3m,84,18,2,2442
4uww5q22alubannx3m,84,19,2,2114
4uww5q22alubannx3m,84,20,1,2961
4uww5q22alubannx3m,84,21,2,1893
4uww5q22alubannx3m,84,22,1,2547
4uww5q22alubannx3m,84,23,2,2357
4uww5q22alubannx3m,84,24,1,1582
4uww5q22alubannx3m,84,25,2,2258
54plly6vptw0cwqrpq,85,1,2,1815
54plly6vptw0cwqrpq,85,2,1,1709
54plly6vptw0cwqrpq,85,3,1,1598
54plly6vptw0cwqrpq,85,4,1,1689
54plly6vptw0cwqrpq,85,5,1,5739
54plly6vptw0cwqrpq,85,6,1,1598
54plly6vptw0cwqrpq,85,7,2,1395
54plly6vptw0cwqrpq,85,8,1,2046
54plly6vptw0cwqrpq,85,9,1,1366
54plly6vptw0cwqrpq,85,10,1,4260
54plly6vptw0cwqrpq,85,11,1,1878
54plly6vptw0cwqrpq,85,12,1,2366
54plly6vptw0cwqrpq,85,13,1,1421
54plly6vptw0cwqrpq,85,14,2,1604
54plly6vptw0cwqrpq,85,15,2,1776
54plly6vptw0cwqrpq,85,16,1,2862
54plly6vptw0cwqrpq,85,17,1,2437
54plly6vptw0cwqrpq,85,18,2,2285
54plly6vptw0cwqrpq,85,19,2,1919
54plly6vptw0cwqrpq,85,20,2,1538
54plly6vptw0cwqrpq,85,21,1,1888
54plly6vptw0cwqrpq,85,22,2,2151
54plly6vptw0cwqrpq,85,23,1,973
54plly6vptw0cwqrpq,85,24,1,6187
54plly6vptw0cwqrpq,85,25,2,4362
56f5sn650rjj9q343a,86,1,1,1285
56f5sn650rjj9q343a,86,2,2,2902
56f5sn650rjj9q343a,86,3,2,1846
56f5sn650rjj9q343a,86,4,1,1630
56f5sn650rjj9q343a,86,5,1,2662
56f5sn650rjj9q343a,86,6,2,1558
56f5sn650rjj9q343a,86,7,2,1860
56f5sn650rjj9q343a,86,8,1,2376
56f5sn650rjj9q343a,86,9,2,1526
56f5sn650rjj9q343a,86,10,2,1550
56f5sn650rjj9q343a,86,11,2,2453
56f5sn650rjj9q343a,86,12,2,1510
56f5sn650rjj9q343a,86,13,2,3094
56f5sn650rjj9q343a,86,14,2,2006
56f5sn650rjj9q343a,86,15,2,2876
56f5sn650rjj9q343a,86,16,2,1917
56f5sn650rjj9q343a,86,17,2,3037
56f5sn650rjj9q343a,86,18,1,3871
56f5sn650rjj9q343a,86,19,2,2359
56f5sn650rjj9q343a,86,20,2,1886
56f5sn650rjj9q343a,86,21,1,1559
56f5sn650rjj9q343a,86,22,2,4646
56f5sn650rjj9q343a,86,23,2,1734
56f5sn650rjj9q343a,86,24,2,2646
56f5sn650rjj9q343a,86,25,1,4302
58kzl41by778rw6bvq,87,1,1,3302
58kzl41by778rw6bvq,87,2,1,4359
58kzl41by778rw6bvq,87,3,1,3154
58kzl41by778rw6bvq,87,4,2,3892
58kzl41by778rw6bvq,87,5,1,4101
58kzl41by778rw6bvq,87,6,1,2062
58kzl41by778rw6bvq,87,7,2,4184
58kzl41by778rw6bvq,87,8,2,5861
58kzl41by778rw6bvq,87,9,2,3119
58kzl41by778rw6bvq,87,10,2,3099
58kzl41by778rw6bvq,87,11,2,4679
58kzl41by778rw6bvq,87,12,2,5774
58kzl41by778rw6bvq,87,13,1,2936
58kzl41by778rw6bvq,87,14,2,2134
58kzl41by778rw6bvq,87,15,2,7620
58kzl41by778rw6bvq,87,16,1,6655
58kzl41by778rw6bvq,87,17,1,4108
58kzl41by778rw6bvq,87,18,2,8652
58kzl41by778rw6bvq,87,19,2,4173
58kzl41by778rw6bvq,87,20,1,2486
58kzl41by778rw6bvq,87,21,1,3642
58kzl41by778rw6bvq,87,22,2,4618
58kzl41by778rw6bvq,87,23,2,4431
58kzl41by778rw6bvq,87,24,1,1449
58kzl41by778rw6bvq,87,25,2,5457
5jm96626dps0drr8cx,88,1,1,2455
5jm96626dps0drr8cx,88,2,2,1884
5jm96626dps0drr8cx,88,3,2,2486
5jm96626dps0drr8cx,88,4,1,3931
5jm96626dps0drr8cx,88,5,2,3132
5jm96626dps0drr8cx,88,6,1,1630
5jm96626dps0drr8cx,88,7,1,2855
5jm96626dps0drr8cx,88,8,1,2060
5jm96626dps0drr8cx,88,9,1,3886
5jm96626dps0drr8cx,88,10,2,2486
5jm96626dps0drr8cx,88,11,1,2967
5jm96626dps0drr8cx,88,12,1,2406
5jm96626dps0drr8cx,88,13,1,2837
5jm96626dps0drr8cx,88,14,2,2359
5jm96626dps0drr8cx,88,15,2,1510
5jm96626dps0drr8cx,88,16,2,2270
5jm96626dps0drr8cx,88,17,1,2462
5jm96626dps0drr8cx,88,18,2,2621
5jm96626dps0drr8cx,88,19,1,2349
5jm96626dps0drr8cx,88,20,1,2280
5jm96626dps0drr8cx,88,21,2,2684
5jm96626dps0drr8cx,88,22,1,1863
5jm96626dps0drr8cx,88,23,1,1822
5jm96626dps0drr8cx,88,24,1,1953
5jm96626dps0drr8cx,88,25,1,2285
5mu6qhxo6u8c4b8xsn,89,1,1,926
5mu6qhxo6u8c4b8xsn,89,2,2,1158
5mu6qhxo6u8c4b8xsn,89,3,2,1744
5mu6qhxo6u8c4b8xsn,89,4,1,2844
5mu6qhxo6u8c4b8xsn,89,5,1,1854
5mu6qhxo6u8c4b8xsn,89,6,1,808
5mu6qhxo6u8c4b8xsn,89,7,1,2226
5mu6qhxo6u8c4b8xsn,89,8,1,992
5mu6qhxo6u8c4b8xsn,89,9,2,1646
5mu6qhxo6u8c4b8xsn,89,10,2,1086
5mu6qhxo6u8c4b8xsn,89,11,2,3392
5mu6qhxo6u8c4b8xsn,89,12,2,1675
5mu6qhxo6u8c4b8xsn,89,13,1,2377
5mu6qhxo6u8c4b8xsn,89,14,2,1741
5mu6qhxo6u8c4b8xsn,89,15,2,1444
5mu6qhxo6u8c4b8xsn,89,16,2,1140
5mu6qhxo6u8c4b8xsn,89,17,1,6308
5mu6qhxo6u8c4b8xsn,89,18,2,3165
5mu6qhxo6u8c4b8xsn,89,19,1,1372
5mu6qhxo6u8c4b8xsn,89,20,2,1845
5mu6qhxo6u8c4b8xsn,89,21,1,5661
5mu6qhxo6u8c4b8xsn,89,22,2,1816
5mu6qhxo6u8c4b8xsn,89,23,1,762
5mu6qhxo6u8c4b8xsn,89,24,2,748
5mu6qhxo6u8c4b8xsn,89,25,1,4198
5n53l9v3gnxhdssd91,90,1,1,2989
5n53l9v3gnxhdssd91,90,2,2,2804
5n53l9v3gnxhdssd91,90,3,2,2532
5n53l9v3gnxhdssd91,90,4,1,2326
5n53l9v3gnxhdssd91,90,5,1,2325
5n53l9v3gnxhdssd91,90,6,1,2249
5n53l9v3gnxhdssd91,90,7,2,3631
5n53l9v3gnxhdssd91,90,8,1,3612
5n53l9v3gnxhdssd91,90,9,2,2265
5n53l9v3gnxhdssd91,90,10,1,3622
5n53l9v3gnxhdssd91,90,11,2,1701
5n53l9v3gnxhdssd91,90,12,2,2525
5n53l9v3gnxhdssd91,90,13,2,3356
5n53l9v3gnxhdssd91,90,14,1,4136
5n53l9v3gnxhdssd91,90,15,2,2245
5n53l9v3gnxhdssd91,90,16,2,2516
5n53l9v3gnxhdssd91,90,17,1,3334
5n53l9v3gnxhdssd91,90,18,1,2337
5n53l9v3gnxhdssd91,90,19,1,2736
5n53l9v3gnxhdssd91,90,20,1,3673
5n53l9v3gnxhdssd91,90,21,2,3099
5n53l9v3gnxhdssd91,90,22,1,3566
5n53l9v3gnxhdssd91,90,23,1,3842
5n53l9v3gnxhdssd91,90,24,2,2432
5n53l9v3gnxhdssd91,90,25,2,2844
5nl627p4mhwxt149b4,91,1,1,1593
5nl627p4mhwxt149b4,91,2,2,2422
5nl627p4mhwxt149b4,91,3,2,8405
5nl627p4mhwxt149b4,91,4,1,3144
5nl627p4mhwxt149b4,91,5,1,16673
5nl627p4mhwxt149b4,91,6,1,1530
5nl627p4mhwxt149b4,91,7,1,7522
5nl627p4mhwxt149b4,91,8,1,2226
5nl627p4mhwxt149b4,91,9,1,1811
5nl627p4mhwxt149b4,91,10,1,6731
5nl627p4mhwxt149b4,91,11,1,4369
5nl627p4mhwxt149b4,91,12,1,8904
5nl627p4mhwxt149b4,91,13,1,7642
5nl627p4mhwxt149b4,91,14,2,7613
5nl627p4mhwxt149b4,91,15,2,10605
5nl627p4mhwxt149b4,91,16,1,22193
5nl627p4mhwxt149b4,91,17,2,8724
